round,domain,gamma_dist,beta_dist
40,amazon,3.6221841583028436e-05,0.002847581170499325
40,webcam,3.550303517840803e-05,0.0028686588630080223
40,dslr,3.902195021510124e-05,0.004012814722955227
41,caltech,4.221469862386584e-05,0.004147776402533054
41,amazon,3.743197885341942e-05,0.002930480521172285
41,webcam,3.6687240935862064e-05,0.0029515777714550495
41,dslr,4.037207690998912e-05,0.0041269706562161446
42,caltech,4.362460458651185e-05,0.004260864108800888
42,amazon,3.864881000481546e-05,0.003013219451531768
42,webcam,3.787866444326937e-05,0.0030342794489115477
42,dslr,4.1734048863872886e-05,0.004240668378770351
43,caltech,4.5045395381748676e-05,0.0043733492493629456
43,amazon,3.987440140917897e-05,0.0030957877170294523
43,webcam,3.9077975088730454e-05,0.003116755746304989
43,dslr,4.3107575038447976e-05,0.004353885073214769
44,caltech,4.647692549042404e-05,0.004485177341848612
44,amazon,4.110770532861352e-05,0.0031781289726495743
44,webcam,4.028400871902704e-05,0.0031989379785954952
44,dslr,4.4491258449852467e-05,0.0044665709137916565
45,caltech,4.792027175426483e-05,0.004596359096467495
45,amazon,4.234889638610184e-05,0.0032601957209408283
45,webcam,4.149612504988909e-05,0.003280812408775091
45,dslr,4.588550655171275e-05,0.004578707739710808
46,caltech,4.9374328227713704e-05,0.0047068968415260315
46,amazon,4.3596141040325165e-05,0.0033419611863791943
46,webcam,4.271353827789426e-05,0.0033623692579567432
46,dslr,4.7289562644436955e-05,0.0046902867034077644
47,caltech,5.0834903959184885e-05,0.004816764034330845
47,amazon,4.485101089812815e-05,0.003423545742407441
47,webcam,4.3936510337516665e-05,0.003443668829277158
47,dslr,4.8703630454838276e-05,0.004801332950592041
48,caltech,5.2306102588772774e-05,0.004925916902720928
48,amazon,4.611400072462857e-05,0.0035048965364694595
48,webcam,4.516646731644869e-05,0.0035246689803898335
48,dslr,5.0128233851864934e-05,0.004911805968731642
49,caltech,5.3787254728376865e-05,0.005034269765019417
49,amazon,4.73828986287117e-05,0.0035860110074281693
49,webcam,4.640320548787713e-05,0.0036053245421499014
49,dslr,5.1562528824433684e-05,0.005021659657359123
50,caltech,5.527847679331899e-05,0.005141924135386944
50,amazon,4.865892697125673e-05,0.0036668749526143074
50,webcam,4.764681216329336e-05,0.003685680218040943
50,dslr,5.300500197336078e-05,0.005130950827151537
51,caltech,5.678029265254736e-05,0.005248993635177612
51,amazon,4.9940834287554026e-05,0.0037473998963832855
51,webcam,4.8895861255005e-05,0.003765755333006382
51,dslr,5.4457748774439096e-05,0.005239688325673342
52,caltech,5.829078145325184e-05,0.005355442874133587
52,amazon,5.122879520058632e-05,0.0038276221603155136
52,webcam,5.0150585593655705e-05,0.003845558501780033
52,dslr,5.591893568634987e-05,0.0053478628396987915
53,caltech,5.98094193264842e-05,0.005461283028125763
53,amazon,5.252312985248864e-05,0.0039075082167983055
53,webcam,5.141241126693785e-05,0.003925074823200703
53,dslr,5.738940672017634e-05,0.005455460865050554
54,caltech,6.133582792244852e-05,0.005566507577896118
54,amazon,5.3823518101125956e-05,0.003987090662121773
54,webcam,5.2679155487567186e-05,0.00400429917499423
54,dslr,5.887000588700175e-05,0.005562509875744581
55,caltech,6.286855204962194e-05,0.0056711649522185326
55,amazon,5.512972711585462e-05,0.004066263325512409
55,webcam,5.395073094405234e-05,0.004083205945789814
55,dslr,6.035965634509921e-05,0.005668977275490761
56,caltech,6.441000732593238e-05,0.00577510055154562
56,amazon,5.6442368077114224e-05,0.004145105369389057
56,webcam,5.522728315554559e-05,0.004161760210990906
56,dslr,6.185972597450018e-05,0.0057748411782085896
57,caltech,6.59584766253829e-05,0.005878274329006672
57,amazon,5.776231409981847e-05,0.004223698750138283
57,webcam,5.650983075611293e-05,0.0042399875819683075
57,dslr,6.336873047985137e-05,0.00588010810315609
58,caltech,6.751413457095623e-05,0.005980587564408779
58,amazon,5.9089361457154155e-05,0.004302112385630608
58,webcam,5.779805360361934e-05,0.00431786198168993
58,dslr,6.488588405773044e-05,0.005984770134091377
59,caltech,6.90783781465143e-05,0.006082085892558098
59,amazon,6.042132736183703e-05,0.004380239173769951
59,webcam,5.909163155592978e-05,0.004395351745188236
59,dslr,6.641107029281557e-05,0.006088816560804844
60,caltech,7.064908277243376e-05,0.006182931363582611
60,amazon,6.175861926749349e-05,0.004458034876734018
60,webcam,6.039050640538335e-05,0.004472558386623859
60,dslr,6.79444638080895e-05,0.006192253902554512
61,caltech,7.222703425213695e-05,0.006283084861934185
61,amazon,6.310205208137631e-05,0.004535414278507233
61,webcam,6.169400876387954e-05,0.004549387376755476
61,dslr,6.948658847250044e-05,0.0062950607389211655
62,caltech,7.381310570053756e-05,0.006382548250257969
62,amazon,6.445037433877587e-05,0.004612467251718044
62,webcam,6.300306995399296e-05,0.004625899717211723
62,dslr,7.103598909452558e-05,0.00639727059751749
63,caltech,7.540665683336556e-05,0.0064812893979251385
63,amazon,6.580367335118353e-05,0.004689163528382778
63,webcam,6.431606016121805e-05,0.004702052101492882
63,dslr,7.259254925884306e-05,0.006498860195279121
64,caltech,7.700672722421587e-05,0.0065793548710644245
64,amazon,6.716168718412519e-05,0.0047655184753239155
64,webcam,6.563399801962078e-05,0.004777848720550537
64,dslr,7.415894651785493e-05,0.006599877029657364
65,caltech,7.86127639003098e-05,0.00667668879032135
65,amazon,6.852505612187088e-05,0.004841583780944347
65,webcam,6.695598131045699e-05,0.004853326827287674
65,dslr,7.573229959234595e-05,0.006700281985104084
66,caltech,8.022531983442605e-05,0.006773256231099367
66,amazon,6.98927033226937e-05,0.004917416721582413
66,webcam,6.82835525367409e-05,0.004928502254188061
66,dslr,7.731420919299126e-05,0.006800087634474039
67,caltech,8.184384205378592e-05,0.006869105622172356
67,amazon,7.126459968276322e-05,0.004992893431335688
