round,domain,acc
9,webcam,0.7586206896551724
10,webcam,0.7586206896551724
11,webcam,0.7586206896551724
12,webcam,0.7586206896551724
13,webcam,0.7413793103448276
14,webcam,0.7241379310344828
15,webcam,0.7241379310344828
16,webcam,0.7241379310344828
17,webcam,0.7413793103448276
18,webcam,0.7758620689655172
19,webcam,0.7586206896551724
20,webcam,0.7586206896551724
21,webcam,0.7586206896551724
22,webcam,0.7586206896551724
23,webcam,0.7586206896551724
24,webcam,0.7586206896551724
25,webcam,0.7413793103448276
26,webcam,0.7413793103448276
27,webcam,0.7413793103448276
28,webcam,0.7413793103448276
29,webcam,0.7413793103448276
30,webcam,0.7413793103448276
31,webcam,0.7413793103448276
32,webcam,0.7413793103448276
33,webcam,0.7413793103448276
34,webcam,0.7413793103448276
35,webcam,0.7413793103448276
36,webcam,0.7413793103448276
37,webcam,0.7413793103448276
38,webcam,0.7413793103448276
39,webcam,0.7413793103448276
40,webcam,0.7413793103448276
41,webcam,0.7413793103448276
42,webcam,0.7413793103448276
43,webcam,0.7413793103448276
44,webcam,0.7413793103448276
45,webcam,0.7413793103448276
46,webcam,0.7413793103448276
47,webcam,0.7413793103448276
48,webcam,0.7413793103448276
49,webcam,0.7413793103448276
50,webcam,0.7413793103448276
51,webcam,0.7413793103448276
52,webcam,0.7413793103448276
53,webcam,0.7413793103448276
54,webcam,0.7413793103448276
55,webcam,0.7413793103448276
56,webcam,0.7413793103448276
57,webcam,0.7413793103448276
58,webcam,0.7413793103448276
59,webcam,0.7413793103448276
60,webcam,0.7413793103448276
61,webcam,0.7413793103448276
62,webcam,0.7413793103448276
63,webcam,0.7413793103448276
64,webcam,0.7413793103448276
65,webcam,0.7413793103448276
66,webcam,0.7413793103448276
67,webcam,0.7413793103448276
68,webcam,0.7413793103448276
69,webcam,0.7413793103448276
70,webcam,0.7413793103448276
71,webcam,0.7413793103448276
72,webcam,0.7413793103448276
73,webcam,0.7413793103448276
74,webcam,0.7413793103448276
75,webcam,0.7413793103448276
76,webcam,0.7413793103448276
77,webcam,0.7413793103448276
78,webcam,0.7413793103448276
79,webcam,0.7413793103448276
80,webcam,0.7413793103448276
81,webcam,0.7413793103448276
82,webcam,0.7413793103448276
83,webcam,0.7413793103448276
84,webcam,0.7413793103448276
85,webcam,0.7413793103448276
86,webcam,0.7413793103448276
87,webcam,0.7413793103448276
88,webcam,0.7413793103448276
89,webcam,0.7413793103448276
90,webcam,0.7413793103448276
91,webcam,0.7413793103448276
92,webcam,0.7413793103448276
93,webcam,0.7413793103448276
94,webcam,0.7413793103448276
95,webcam,0.7413793103448276
96,webcam,0.7413793103448276
97,webcam,0.7413793103448276
98,webcam,0.7413793103448276
99,webcam,0.7413793103448276
0,dslr,0.25806451612903225
1,dslr,0.1532258064516129
2,dslr,0.20161290322580644
3,dslr,0.2096774193548387
